,ID,Objetivos,Estrategias,LARs,LAR,Acciones Potenciales,Categoria,Temas_G5,G5,Temas,Agenda,Nombre,Tipo G,Tipo,Proyecto Actividad,Responsable,Prioridad,Trimestre,Status,Ejecución,Comentarios Áreas,regulador G5,Tipo Coadyuvancia,Comentarios_x,Is Equal Proy,Is Equal Score,Coment Total,comentario_sd,Comentarios de los Comisionados,Prioridades,respuesta del área,Sugerencias CGPE,Respuesta área,valor JJ,esfuerzo JJ,comentario JJ,Oficina 1,valor RC,esfuerzo RC,comentario RC,Oficina 2,valor AR,esfuerzo AR,comentario AR,Oficina 3,average_score (Preliminar),valoración_RC2,esfuerzo_RC2,comentario_RC2,Score_RC2,valoración_JJ2,esfuerzo_JJ2,comentario_JJ2,Score_JJ2,valoración_SD2,esfuerzo_SD2,comentario_SD2,Score_SD2,valoración_AR2,esfuerzo_AR2,Average_score_round,Score_AR2,Comenatarios Comisionados 10.10.21,Comentarios reconsideración 20.10.21,Prioritarios,Puntuación Final,Detalle_deadline,Meta 2022,PAT 2022,¿Proviene de PAT 2021?,¿Ha sido concluido el proyecto o actividad?,"Mes y año tentativo de terminación del proyecto o actividad 
(mm/aa)",Nombre completo del responsable del proyecto,Porcentaje de avance al momento de atención a este reporte (0-100%),Comentarios_y
195,200,Objetivo 1 (Infraestructura),Estrategia 1.4,LAR 1.4.2 Definir las condiciones operativas para la provisión de los servicios de TyR en el contexto de cobertura y acceso universal,LAR 1.4.2,"En la práctica internacional se observa la necesidad de definir las condiciones de los servicios (por ejemplo, velocidad de bajada, velocidad de subida, latencia, entre otras) para asegurar unos parámetros mínimos de acceso. Se trata de umbrales de desempeño de la red cuyo principal objetivo es definir condiciones
operativas en el contexto de cobertura y acceso universal, seguido del monitoreo de las redes para garantizar su cumplimiento.",Colaboración,Regulación Colaborativa,,Innovación Institucional,,Estudio de cobertura de los servicios de radiodifusión en México 2021,Diseño institucional,Actividad,Actividad,UER,2022,II,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-II,100.0,Sí,No,,,,,
196,201,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.1: Monitorear y estudiar las implicaciones desde un punto de vista de competencia económica de los nuevos modelos de negocio del ecosistema digital, considerando los mercados digitales en los que el Instituto sea la autoridad competente para resol",LAR 2.1.1,"Desarrollar estudios periódicos sobre
mercados digitales que aborden temas
como: concentraciones (por ejemplo, killer acquisitions), identificación de mercados digitales en el mundo y en México,
identificación y análisis de fenómenos
económicos derivados de la innovación
y desarrollo del ecosistema digital.",Estudios y análisis,Industria 4.0,,Industria 4.0,,Estudio de las estrategias de mercado de los OTT audiovisuales y los vínculos con los operadores de servicios de telecomunicaciones fijos en México,Estudio,Actividad,Actividad,AI,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
197,202,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.1: Monitorear y estudiar las implicaciones desde un punto de vista de competencia económica de los nuevos modelos de negocio del ecosistema digital, considerando los mercados digitales en los que el Instituto sea la autoridad competente para resol",LAR 2.1.1,"Desarrollar estudios periódicos sobre
mercados digitales que aborden temas
como: concentraciones (por ejemplo, killer acquisitions), identificación de mercados digitales en el mundo y en México,
identificación y análisis de fenómenos
económicos derivados de la innovación
y desarrollo del ecosistema digital.",Estudios y análisis,Industria 4.0,,Industria 4.0,,Estudio sobre publicidad en línea,Estudio,Actividad,Actividad,UCE,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
198,203,Objetivo 3 (Adopción Digital),Estrategia 3.2,"LAR 3.2.1: Realizar un monitoreo y análisis tecnológico continuo para identificar de forma anticipada tecnologías y/o casos de uso emergentes, así como evaluar el rol que puede tomar el Instituto en el fomento de su adopción",LAR 3.2.1,"Desarrollar estudios periódicos sobre
mercados digitales que aborden temas
como: concentraciones (por ejemplo, killer acquisitions), identificación de mercados digitales en el mundo y en México,
identificación y análisis de fenómenos
económicos derivados de la innovación
y desarrollo del ecosistema digital.",Estudios y análisis,Industria 4.0,,Industria 4.0,,Análisis exploratorio de la comercialización de servicios de conectividad para el IoT en México*,Estudio,Actividad,Actividad,CGPE,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,Sí,,,,,
199,204,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.3,"LAR 4.3.2: Generar información en materia de audiencias, contenidos y mercados audiovisuales que constituyan insumos para promover los derechos de las audiencias fomentando el desarrollo de contenidos y la pluralidad de los mismos, así como para la toma d",LAR 4.3.2,"Llevar a cabo acciones en materia de
generación de contenidos (estudios, investigaciones, reportes, monitoreos, encuestas, etc.) para la promoción de los
derechos de las audiencias, al tiempo
que se constituya como insumo para la
toma de decisiones en materia de política pública y regulatoria.",Supervisión y verificación,Protección de las audiencias y usuarios,,Protección de las audiencias y usuarios,,Monitoreo de noticiarios con perspectiva de género,Informe,Actividad,Actividad,UMCA,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
200,205,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.3,"LAR 4.3.2: Generar información en materia de audiencias, contenidos y mercados audiovisuales que constituyan insumos para promover los derechos de las audiencias fomentando el desarrollo de contenidos y la pluralidad de los mismos, así como para la toma d",LAR 4.3.2,"Llevar a cabo acciones en materia de
generación de contenidos (estudios, investigaciones, reportes, monitoreos, encuestas, etc.) para la promoción de los
derechos de las audiencias, al tiempo
que se constituya como insumo para la
toma de decisiones en materia de política pública y regulatoria.",Estudios y análisis,Protección de las audiencias y usuarios,,Protección de las audiencias y usuarios,,Estudio sobre los hábitos de consumo de medios en poblaciones rurales,Informe,Actividad,Actividad,UMCA,2023,I,nuevo,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-I,100.0,Sí,No,,,,,
201,205,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.4,LAR 4.4.4 Impulsar la Alfabetización Mediática e Informacional respecto de los contenidos audiovisuales,LAR 4.4.4,"Llevar a cabo acciones en materia de
generación de contenidos (estudios, investigaciones, reportes, monitoreos, encuestas, etc.) para la promoción de los
derechos de las audiencias, al tiempo
que se constituya como insumo para la
toma de decisiones en materia de política pública y regulatoria.",Estudios y análisis,Protección de las audiencias y usuarios,,Protección de las audiencias y usuarios,,Mi escuela en línea - Desarrollo de competencias mediáticas*,Informe,Actividad,Actividad,UMCA,2022,I,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-I,100.0,Sí,Sí,,,,,
202,206,Objetivo Transversal,Estrategia T.1,"LAR T.1.6 Revisar las regulaciones, marco normativo y otras disposiciones existentes para que respondan a la evolución tecnológica y del ecosistema digital de acuerdo a las mejores prácticas internacionales con un enfoque ágil y flexible (soft law), y basadas en los principios generales de buena regulación",LAR T.1.6,"Evaluar las regulaciones existentes del
Instituto con el fin de hacer una revisión
ordenada de las funciones regulatorias y
de competencia del Instituto.",Estudios y análisis,Regulación Colaborativa,,Regulación Colaborativa,,Análisis de continuidad del servicio de AM,Estudio,Actividad,Actividad,UER,2022,II,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-II,100.0,Sí,No,,,,,
203,206,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.4 Garantizar un monitoreo continuo de las medidas regulatorias impuestas por el Instituto, incluidas las relativas a la provisión de servicios digitales sobre Internet y al contexto de preponderancia, y adecuar las mismas según un criterio de “smart regulation""",LAR 2.1.4,,Estudios y análisis,Infraestructura Digital,,Infraestructura Digital,,Informes trimestrales de los AEP en los sectores de las TyR*,Informe,Actividad,Actividad,UC,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,Sí,,,,,
204,207,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.4 Garantizar un monitoreo continuo de las medidas regulatorias impuestas por el Instituto, incluidas las relativas a la provisión de servicios digitales sobre Internet y al contexto de preponderancia, y adecuar las mismas según un criterio de “smart regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital. ",LAR 2.1.4,"A partir de la identificación de las áreas de mejora, de ser necesario, actualizar los mecanismos para monitorear de manera continua las acciones llevadas a cabo, de acuerdo con los principios de
“smart regulation” y ”soft regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital.",Competencia Económica,Innovación Institucional,,Competencia en el Ecosistema Digital,"1. Agenda para la promoción de inversión, nuevos servicios, cobertura y conectividad",Informe de replicabilidad económica de servicios móviles*,Informe,Actividad,Actividad,UPR,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,Sí,,,,,
205,208,Objetivo 2 (Competencia),Estrategia 2.1,"LAR 2.1.4 Garantizar un monitoreo continuo de las medidas regulatorias impuestas por el Instituto, incluidas las relativas a la provisión de servicios digitales sobre Internet y al contexto de preponderancia, y adecuar las mismas según un criterio de “smart regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital. ",LAR 2.1.4,"A partir de la identificación de las áreas de mejora, de ser necesario, actualizar los mecanismos para monitorear de manera continua las acciones llevadas a cabo, de acuerdo con los principios de
“smart regulation” y ”soft regulation” en función de su efectividad y de la evolución de los sectores de TyR y del ecosistema digital.",Competencia Económica,Innovación Institucional,,Competencia en el Ecosistema Digital,"1. Agenda para la promoción de inversión, nuevos servicios, cobertura y conectividad",Informe de replicabilidad económica de servicios fijos*,Informe,Actividad,Actividad,UPR,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,Sí,,,,,
206,209,Objetivo 3 (Adopción Digital),Estrategia 3.1,"LAR 3.1.1 Desarrollar y difundir recomendaciones, lineamientos, disposiciones técnicas y/o buenas prácticas en materia de ciberseguridad",LAR 3.1.1,"Desarrollar estudios prospectivos sobre
los potenciales riesgos de ciberseguridad de dispositivos y redes, tomando en cuenta de la evolución tecnológica y
de mercado (por ejemplo, desarrollo de redes de Internet de las Cosas, 5G, computación en la nube, etc.).",Estudios y análisis,Protección de las audiencias y usuarios,,Protección de las audiencias y usuarios,,Privacidad de la información de los usuarios en el uso de servicios digitales 2022,Estudio,Actividad,Actividad,CGPU,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
207,210,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,LAR 4.1.3: Fomentar el acceso a la información por parte de usuarios acerca de las condiciones y niveles de calidad en la prestación de los servicios de TyR,LAR 4.1.3,Identificación de potenciales mecanismos que permitan conocer la experiencia y satisfacción de los usuarios en el uso de las plataformas digitales.,Capacitación,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,,Reporte de información comparable de planes y tarifas de servicios de telecomunicaciones,Reporte,Actividad,Actividad,CGPU,2022,IV,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
208,211,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,LAR 4.1.3: Fomentar el acceso a la información por parte de usuarios acerca de las condiciones y niveles de calidad en la prestación de los servicios de TyR,LAR 4.1.3,Identificación de potenciales mecanismos que permitan conocer la experiencia y satisfacción de los usuarios en el uso de las plataformas digitales.,Datos,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,,Informes trimestrales de los resultados de las mediciones de los índices y parámetros de calidad a los que deberán sujetarse los prestadores del servicio móvil* ,Informe,Actividad,Actividad,UC,2022,IV,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,Sí,,,,,
209,212,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,LAR 4.1.3: Fomentar el acceso a la información por parte de usuarios acerca de las condiciones y niveles de calidad en la prestación de los servicios de TyR,LAR 4.1.3,Identificación de potenciales mecanismos que permitan conocer la experiencia y satisfacción de los usuarios en el uso de las plataformas digitales.,Datos,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,,Informes trimestrales de los resultados de las mediciones de parámetros de calidad para el servicio de televisión radiodifundida*,Informe,Actividad,Actividad,UC,2022,IV,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,Sí,,,,,
210,213,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,LAR 4.1.3: Fomentar el acceso a la información por parte de usuarios acerca de las condiciones y niveles de calidad en la prestación de los servicios de TyR,LAR 4.1.3,Identificación de potenciales mecanismos que permitan conocer la experiencia y satisfacción de los usuarios en el uso de las plataformas digitales.,Capacitación,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,,Reportes de evolución de planes y tarifas de los servicios de telecomunicaciones,Reporte,Actividad,Actividad,CGPU,2022,IV,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
211,214,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.1,"LAR 4.1.2: Diseñar, ejecutar y administrar sistemas de medición para monitorear y supervisar el cumplimiento de los niveles de calidad en la prestación de los servicios de TyR",LAR 4.1.2,"Diseñar y difundir contenido informativo para promover la confianza y el acceso de los usuarios a los contenidos y aplicaciones en Internet, en un marco de transparencia y privacidad de la in formación.",Regulación,Infraestructura Digital,,Infraestructura Digital,,Informe de implementación de los “Lineamientos de gestión de tráfico y administración de red”,Informe,Actividad,Actividad,UPR,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
212,215,"Objetivo 4 (Protección, Calidad y Pluralidad)",Estrategia 4.3,"LAR 4.3.2: Generar información en materia de audiencias, contenidos y mercados audiovisuales que constituyan insumos para promover los derechos de las audiencias fomentando el desarrollo de contenidos y la pluralidad de los mismos, así como para la toma de decisiones de política pública y regulatoria",LAR 4.3.2,"Continuar fortaleciendo el acervo de información en materia de audiencias, contenidos y mercados audiovisuales, disponible como parte de la documentación pública en el portal de SOMOS AUDIENCIAS, a través de los estudios, investigaciones, reportes, monitoreos y demás análisis que permitan reconocer la evolución de los mercados de contenidos en su dimensión de consumo, producción y distribución.",Estudios y análisis,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,Protección de las audiencias y usuarios,,Informe de niveles de audiencia de radio en adolescentes,Informe,Actividad,Actividad,UMCA,2022,IV,nuevo,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-IV,100.0,Sí,No,,,,,
